,mzp,mdh,mdm,gq,gx,exp,obs
362,275.0,75.0,544.0,0.25,0.17136665071421092,6.7499870051e+49,
363,2760.0,116.0,495.0,0.25,0.47037218615608234,10.239200006,11.5626206245
364,2765.0,82.0,323.0,0.25,1.1854939032837957,0.18354844382,0.268214418706
365,2775.0,78.0,1091.0,0.25,0.9144971526486286,6.67128366669,10.4019389538
366,2780.0,69.0,637.0,0.25,0.3226787906557343,8645288.38109,
367,2785.0,121.0,1082.0,0.25,0.10529045116977691,1.46575933912e+77,
368,2790.0,148.0,191.0,0.25,0.4065695447885442,18.8648186136,26.9715973553
369,2795.0,77.0,172.0,0.25,0.2570100261300714,71.7859873028,
370,2800.0,107.0,723.0,0.25,3.0959767944725396,0.0405667414757,0.0488206636673
371,2805.0,81.0,555.0,0.25,2.6102519609103516,0.0355573395557,0.0531172540788
372,2810.0,95.0,702.0,0.25,2.676029563505942,0.0605190631355,0.0751156226983
373,2815.0,119.0,1008.0,0.25,1.7097725228717733,0.512209029945,0.511657775842
374,2820.0,126.0,909.0,0.25,0.11755878693226211,1.94313127939e+66,
375,2824.0,122.0,383.0,0.25,3.3241380971541115,0.0210505499197,0.0227675446652
376,2829.0,85.0,623.0,0.25,1.6677458057263268,0.153339039802,0.200116894958
377,2834.0,146.0,1136.0,0.25,3.3597832594829504,0.176494260051,0.23873240236
378,2839.0,79.0,399.0,0.25,0.283912145091909,63231.0898158,
379,2844.0,99.0,486.0,0.25,1.1563541105426673,0.416644752031,0.498816228484
380,2849.0,104.0,213.0,0.25,0.8278438987596449,0.704565553757,0.864934326761
381,2854.0,122.0,1140.0,0.25,0.5739967637343114,95477.4732075,75532836.1283
382,2859.0,125.0,699.0,0.25,0.49087447506171217,19.4614502196,19.6919613449
383,285.0,131.0,514.0,0.25,1.9089934698334239,0.463968950335,0.587516121726
384,2864.0,92.0,340.0,0.25,2.185138799542372,0.0478085483036,0.0647391565488
385,2869.0,141.0,1086.0,0.25,0.10343526856697076,6.85472547941e+86,
386,2874.0,126.0,347.0,0.25,0.29734240895418845,,
387,2879.0,78.0,395.0,0.25,0.5679070233435318,3.54906310315,5.90511165043
388,2884.0,85.0,369.0,0.25,0.11185055499983197,2.14435253676e+48,
389,2889.0,128.0,274.0,0.25,2.0064179080341997,0.0579333226912,0.0668580070754
390,2894.0,104.0,361.0,0.25,2.280383264001954,0.0437046593042,0.0553596490847
391,2899.0,140.0,247.0,0.25,1.3378198586650565,0.238399337739,0.363727894768
392,2904.0,91.0,978.0,0.25,0.7547492379729908,10.9716497543,12.1884315623
393,2909.0,116.0,725.0,0.25,1.035677971747175,1.41387586871,1.55489056025
394,290.0,66.0,448.0,0.25,0.876301471716918,3.4178593268,4.10138766563
395,2914.0,115.0,547.0,0.25,3.0414267168160594,,
396,2919.0,66.0,664.0,0.25,0.19065506618018124,,
397,2923.0,71.0,935.0,0.25,0.46044443145746855,8343.5197592,
398,2928.0,50.0,1000.0,0.25,1.6267521177882132,1.34825569222,2.7920580978
399,2933.0,79.0,572.0,0.25,0.9375422192485363,1.06687239541,1.71830485354
400,2938.0,74.0,818.0,0.25,1.1812865435788606,1.15768725464,1.92935664461
401,2943.0,118.0,644.0,0.25,0.5638831323620812,10.0572183145,10.7178930165
402,2948.0,166.0,248.0,0.25,0.2691677042211612,5.27588587827e+48,
403,2953.0,131.0,405.0,0.25,0.7494014811622793,2.08724905676,2.79973671864
404,2958.0,103.0,1174.0,0.25,0.16479406255280707,1.00995661897e+64,
405,295.0,68.0,391.0,0.25,0.8547617209060155,3.31662074201,4.54600050237
406,2963.0,50.0,1065.0,0.25,0.5177635466665284,9956665774690.0,3.0827955759e+110
407,2968.0,124.0,1075.0,0.25,0.3539290331990368,,
408,2973.0,84.0,523.0,0.25,1.5043603690260192,0.189477278245,0.268974013005
409,2978.0,137.0,1064.0,0.25,0.4008284795467884,9.16746386795e+21,
410,2983.0,167.0,603.0,0.25,1.615225806426038,9.24410520602,8.07868313376
411,2988.0,60.0,335.0,0.25,0.7737687028285588,1.28749472159,2.30462034345
412,2993.0,94.0,670.0,0.25,0.42884056957707545,34.71767583,168.46943342
413,2998.0,108.0,865.0,0.25,1.9992970600617723,0.210625614708,0.252609730732
414,3003.0,124.0,393.0,0.25,0.24627552255520177,,
415,3008.0,62.0,937.0,0.25,2.6476385927733155,0.110349505542,0.176218072006
416,300.0,112.0,183.0,0.25,0.21823426272693625,,
417,3013.0,125.0,972.0,0.25,0.5233155920778441,,
418,3018.0,163.0,513.0,0.25,0.2921033349637198,5.98929978502e+49,
419,3022.0,70.0,273.0,0.25,1.2024737292935428,0.256991852058,0.408972489804
420,3027.0,52.0,503.0,0.25,0.1562357942533879,2.20161226767e+40,
421,3032.0,115.0,1162.0,0.25,0.1893041844868125,,
422,3037.0,144.0,152.0,0.25,0.21438904786605192,3.35895734787e+23,
423,3042.0,85.0,674.0,0.25,0.7876467761005781,3.05303536382,4.06906859691
424,3047.0,159.0,747.0,0.25,0.20325515770234084,,
425,3057.0,72.0,297.0,0.25,0.3680450136994609,18.999987663,33.0982455477
426,305.0,148.0,211.0,0.25,0.5104523391761556,,
427,3062.0,155.0,512.0,0.25,0.1886323372545498,,
428,3067.0,153.0,928.0,0.25,0.29523559676731076,3.37462997924e+41,
429,3072.0,68.0,348.0,0.25,3.4690285512156307,0.0177375898301,0.0274498972123
430,3077.0,53.0,204.0,0.25,0.85172814138958,0.991427336397,1.50658746867
431,3082.0,166.0,847.0,0.25,2.8026172553762936,3.94000542765,3.42264013653
432,3087.0,164.0,843.0,0.25,3.335977599398194,,
433,3092.0,91.0,173.0,0.25,0.559887752559336,4.1114624659,5.60789808066
434,3097.0,60.0,794.0,0.25,0.3203924581712713,5111674330270000.0,
435,3102.0,150.0,729.0,0.25,0.12894391886877393,9.68214264136e+67,
436,3107.0,61.0,481.0,0.25,2.714358327795161,0.0419591009461,0.0729062815628
437,3112.0,76.0,927.0,0.25,0.12009350061233817,,
438,3117.0,94.0,541.0,0.25,0.5579006911641825,9.31744896831,11.3922604037
439,3121.0,62.0,802.0,0.25,0.8920185406399811,2.96079663402,4.98814063705
440,3126.0,64.0,874.0,0.25,0.995955629344134,2.42556165404,3.8999902887
441,3131.0,123.0,1092.0,0.25,0.8700924596002628,9.58248991415,8.99054824814
442,3136.0,148.0,949.0,0.25,0.6386037803789547,349.729272384,
443,3141.0,86.0,951.0,0.25,0.14603039055546954,1.02906151311e+57,
444,3146.0,85.0,455.0,0.25,1.1120033613994258,0.499120100392,0.705815865932
445,3156.0,132.0,390.0,0.25,1.5811345781157244,0.248367431395,0.356512465766
446,315.0,136.0,904.0,0.25,1.5477628850202911,3.90552630541,5.55687739315
447,3161.0,56.0,1124.0,0.25,0.27108849495837695,8.35160076268e+39,
448,3166.0,163.0,270.0,0.25,0.1618904461802193,7.99451611579e+73,
449,3171.0,143.0,410.0,0.25,1.2773936525101268,0.654426991497,0.941891381755
450,3176.0,121.0,742.0,0.25,0.7520706062884399,5.80444856209,5.72261865156
451,3181.0,87.0,784.0,0.25,0.14092971260433715,3.11419141241e+53,
452,3186.0,164.0,1197.0,0.25,2.842759134837999,8.42409527467,7.33618277866
453,3191.0,66.0,1133.0,0.25,0.15791113086244912,1.24829034981e+61,
454,3196.0,133.0,225.0,0.25,0.6162980657280622,4.52736259501,6.52821635676
455,3201.0,132.0,302.0,0.25,2.528050926022495,0.060461250134,0.0853996766386
456,3206.0,157.0,898.0,0.25,0.143968332513483,,
457,320.0,62.0,439.0,0.25,0.22613282912221502,,
458,3211.0,103.0,970.0,0.25,0.27990309382677486,4.8872279995e+30,
459,3216.0,94.0,497.0,0.25,2.5101384845422348,0.0809105320771,0.111717805885
460,3220.0,118.0,396.0,0.25,0.20109874982393836,3.70295944418e+27,
461,3225.0,103.0,416.0,0.25,0.4961381854838631,10.6328615618,13.4837288804
462,3230.0,127.0,845.0,0.25,0.25792541252262957,,
463,3245.0,160.0,1184.0,0.25,1.569931488687667,17.01951051,16.3475290244
464,3250.0,96.0,609.0,0.25,1.8554612909646175,0.212616909026,0.270706952678
465,3255.0,151.0,352.0,0.25,0.24022199696169758,,
466,325.0,85.0,1049.0,0.25,0.1336107942334677,2.43785507504e+85,
467,3260.0,134.0,682.0,0.25,0.10948981832018982,,
468,3265.0,88.0,883.0,0.25,1.4211724996809165,0.880521014525,1.21067891849
469,3270.0,53.0,695.0,0.25,0.5968898478391792,15.0088458499,27.4491358903
470,3275.0,73.0,533.0,0.25,0.24366269598243911,1.47253315978e+21,
471,3280.0,54.0,586.0,0.25,0.38958840869170963,16304.4100998,
472,3285.0,78.0,219.0,0.25,0.9342148488217333,0.770687699204,1.29785080342
473,3295.0,114.0,574.0,0.25,0.18011225405754644,,
474,3300.0,142.0,1110.0,0.25,2.904052557952232,0.356671496753,0.513293887345
475,3305.0,72.0,1089.0,0.25,3.2080296772958996,0.143085744913,0.233581286724
476,330.0,124.0,138.0,0.25,0.5289271727894872,0.50426361096,0.340933601964
477,3315.0,163.0,724.0,0.25,0.3181223254383287,1.77840209586e+56,
478,3319.0,122.0,163.0,0.25,0.5308110399051642,7.47639024967,7.90096210912
479,3324.0,117.0,104.0,0.25,2.5642601926823567,0.0500839060843,0.0582553767363
480,3329.0,61.0,264.0,0.25,0.30375348116163836,4026851.78316,
481,3334.0,139.0,1083.0,0.25,1.9363359782020682,0.939655892606,1.4763661366
482,3344.0,103.0,726.0,0.25,1.4364119160251954,0.635168809711,0.7902993723
483,3349.0,105.0,491.0,0.25,0.10832820102348988,,
484,3354.0,66.0,158.0,0.25,1.2327757232319063,0.308792926281,0.473259414877
485,3359.0,170.0,707.0,0.25,0.31699329807717386,1.43532626708e+62,
486,3364.0,73.0,834.0,0.25,0.8856981656253605,4.38144435979,7.3498624935
487,3369.0,64.0,296.0,0.25,0.6295862186511223,3.75374059325,5.79973335603
488,3374.0,97.0,600.0,0.25,1.0693536387251819,1.31015983668,1.64119674991
489,3379.0,95.0,1027.0,0.25,0.8132575656044977,12.3139733474,14.7550697844
490,3384.0,168.0,868.0,0.25,1.0210534262506787,,
491,3399.0,87.0,841.0,0.25,1.5367962498873255,0.629450244061,0.860855797022
492,3404.0,81.0,860.0,0.25,0.5990157759704483,18.776396547,28.7178481383
493,3409.0,122.0,318.0,0.25,0.31586827767397296,,
494,340.0,166.0,212.0,0.25,0.5842917900333678,,
495,3418.0,128.0,989.0,0.25,0.5050367646923807,,
496,3423.0,119.0,1034.0,0.25,0.13079078227426427,2.25592920762e+72,
497,3428.0,84.0,732.0,0.25,0.4771093257218206,32.0936299485,1630.9050164
498,3433.0,65.0,1026.0,0.25,1.3049358486347375,2.00123694598,2.84867201326
499,3438.0,58.0,597.0,0.25,0.25338085285157236,4.69568984066e+24,
500,3443.0,126.0,489.0,0.25,1.0885332308922955,1.15109868122,1.27344394686
501,3448.0,141.0,339.0,0.25,1.6441959909404724,0.357331343825,0.523276850002
502,3453.0,137.0,220.0,0.25,0.37331652144746486,14873.9612107,
503,3458.0,152.0,169.0,0.25,0.5140949460324153,,
504,345.0,124.0,1192.0,0.25,1.0467836804585366,34.4987321453,32.8772684856
505,3463.0,162.0,1116.0,0.25,0.17756893468048418,,
506,3468.0,159.0,658.0,0.25,0.8337514235765584,,
507,3473.0,81.0,1048.0,0.25,0.45072621362403664,18480813415500.0,
508,3478.0,115.0,366.0,0.25,0.645451611230178,5.60031075729,6.732465793
509,3483.0,112.0,427.0,0.25,0.12311982246781013,1.47477498405e+57,
510,3488.0,92.0,465.0,0.25,1.2415728565919422,0.762216033064,1.0365713027
511,3493.0,87.0,316.0,0.25,0.32498143849374633,8885020.8067,
512,3498.0,101.0,280.0,0.25,3.151505265248231,0.0515427394815,0.0692079697081
513,349.0,162.0,442.0,0.25,0.3759805220136573,5.25532144942e+54,
514,3503.0,90.0,1158.0,0.25,0.10017792550299195,,
515,3508.0,127.0,926.0,0.25,2.743464742867305,0.228914666814,0.25334146571
516,3513.0,156.0,362.0,0.25,0.7628425115731908,20.3061901663,22.7802379836
517,3517.0,168.0,1175.0,0.25,0.7467418288553994,8.60602078265e+40,
518,3522.0,122.0,208.0,0.25,0.348931291246663,,
519,3527.0,77.0,590.0,0.25,0.32730051811227645,24489404092300.0,
520,3532.0,120.0,855.0,0.25,0.12095049229432116,8.23198398413e+69,
521,3537.0,126.0,819.0,0.25,0.9177542950339763,5.23807656824,5.58390354077
522,3547.0,152.0,918.0,0.25,0.30701066898822915,2.13830513916e+43,
523,354.0,71.0,788.0,0.25,0.25428331330546033,,
524,3552.0,84.0,293.0,0.25,0.46373018002639577,16.1934210784,24.6213252143
525,3557.0,75.0,629.0,0.25,2.956138735692077,0.0873200148335,0.150822706386
526,3562.0,56.0,973.0,0.25,0.3840871297582513,3.59958627896e+20,
527,3567.0,61.0,178.0,0.25,0.14244092012217138,3.50144560161e+43,
528,3572.0,108.0,897.0,0.25,0.804629420363489,8.98822654868,10.8763502621
529,3577.0,155.0,226.0,0.25,1.8162996119971517,1.01691210476,1.17841166797
530,3582.0,57.0,1050.0,0.25,0.21211451649824964,6.008138911e+49,
531,3587.0,133.0,185.0,0.25,1.1522501689906632,0.889104353445,1.23149343938
532,3592.0,123.0,490.0,0.25,2.782759381050368,0.103821664214,0.115472045264
533,3597.0,108.0,255.0,0.25,2.0207357807666924,0.146710207796,0.181060019052
534,3602.0,131.0,406.0,0.25,0.11589876917104291,4.50673723984e+59,
535,3607.0,96.0,667.0,0.25,2.4052978643475207,0.195238585615,0.254996784988
536,3612.0,81.0,772.0,0.25,1.1729165673788295,1.59269495657,2.40643695984
537,3616.0,76.0,648.0,0.25,2.123862926723133,0.188526579055,0.310281450935
538,3621.0,130.0,126.0,0.25,3.1966442667432955,0.0723548378185,0.089368093597
539,3626.0,54.0,721.0,0.25,0.631828600655331,18.5790894051,38.4784066724
540,3631.0,95.0,849.0,0.25,0.5422559862123958,2471.9346328,
541,3636.0,63.0,454.0,0.25,2.049678773956321,0.16309642959,0.26053962218
542,3641.0,169.0,151.0,0.25,0.24107758983689764,1.09263651662e+67,
543,3646.0,130.0,443.0,0.25,1.9640701132450331,0.267922709854,0.346329876931
544,3651.0,64.0,1077.0,0.25,0.17382113479459332,,
545,3656.0,168.0,102.0,0.25,1.268342711798325,23.9439726113,21.2136803826
546,3661.0,144.0,654.0,0.25,0.25609788847612924,5.21514495417e+35,
547,3666.0,162.0,646.0,0.25,1.9226161181554848,8.85116316889,8.620585864
548,3676.0,102.0,217.0,0.25,0.10270238056375482,,
549,3681.0,96.0,1109.0,0.25,2.431090184136304,0.545528955672,0.68199653719
550,3686.0,128.0,506.0,0.25,1.7281066345548386,0.386864454177,0.457331666818
551,3691.0,81.0,558.0,0.25,0.11714156664818488,1.07506990654e+59,
552,3696.0,107.0,505.0,0.25,0.7361972772204838,5.80041411298,7.05127715282
553,369.0,55.0,128.0,0.25,0.17444022932536254,27.5459959448,1.86151438081e+24
554,3701.0,97.0,327.0,0.25,0.9475956056056998,2.0294855649,2.72902395292
555,3706.0,90.0,472.0,0.25,0.2205744169242833,5.91822949001e+32,
556,3720.0,55.0,569.0,0.25,2.2402036721006424,0.229280940195,0.40124496092
557,3725.0,98.0,825.0,0.25,1.1604726690040155,2.66070499007,3.24969762859
558,3735.0,142.0,678.0,0.25,0.9714747437503252,5.60476099258,8.10243281692
559,3740.0,111.0,652.0,0.25,2.093872397960814,0.314436407562,0.399045317879
560,3745.0,60.0,844.0,0.25,0.24891636680490842,,
561,374.0,75.0,510.0,0.25,0.39798841940021534,1385481103280000.0,
562,3750.0,130.0,1019.0,0.25,1.765366763223573,1.35592021486,1.59035195218
563,3755.0,113.0,488.0,0.25,0.2003850432630033,1.28396535577e+38,
564,3765.0,117.0,776.0,0.25,0.43498285190950225,228924666883.0,
565,3770.0,149.0,1117.0,0.25,1.0283397014337268,24.2291017878,32.6721052005
566,3775.0,126.0,1170.0,0.25,0.2524815952616877,2.47922604425e+49,
567,3780.0,93.0,333.0,0.25,1.673685775616976,0.39789710272,0.53809398832
568,3785.0,142.0,332.0,0.25,1.100205713376917,2.14971796498,3.09758861249
569,3790.0,138.0,380.0,0.25,1.3095836070782048,1.16612812535,1.71828385641
570,3795.0,81.0,115.0,0.25,3.4567168464474936,0.0419617165223,0.0660949924223
571,379.0,51.0,766.0,0.25,0.2769335001222884,9.43948894626e+48,
572,3800.0,71.0,814.0,0.25,2.321283504487797,0.314552315045,0.5279692951
573,3805.0,112.0,798.0,0.25,1.3283407695839,1.71819067379,2.15146663205
574,3810.0,67.0,543.0,0.25,0.7820659246079164,4.80689752444,7.38714863366
575,3814.0,96.0,259.0,0.25,0.18796287443182738,,
576,3819.0,135.0,136.0,0.25,0.45233155427526817,37.2157689551,695165.296391
577,3824.0,139.0,325.0,0.25,2.666532240134203,0.177226007647,0.260363929168
578,3829.0,54.0,556.0,0.25,0.182692001391252,6.3175304628e+46,
579,3834.0,110.0,620.0,0.25,1.0174296716026847,3.07309033156,3.71945151409
580,3839.0,162.0,1021.0,0.25,0.36673880895563876,2.55163592496e+63,
581,3844.0,84.0,290.0,0.25,1.7466373452864377,0.27384166504,0.421162863565
582,3849.0,166.0,808.0,0.25,0.17693873626398154,,
583,384.0,134.0,462.0,0.25,0.4491265703834371,,
584,3854.0,102.0,777.0,0.25,0.4227850208528487,29358723572300.0,
585,3859.0,123.0,663.0,0.25,0.3331708777633291,7.38517887186e+21,
586,3864.0,92.0,893.0,0.25,0.6735851527054688,27.6766814962,35.5248988035
587,3869.0,82.0,952.0,0.25,0.6500575779071952,27.4136499597,40.0344270512
588,3874.0,125.0,1104.0,0.25,0.34400412113858453,,
589,3879.0,79.0,121.0,0.25,0.12803028996312274,1.60880209208e+51,
590,3884.0,143.0,368.0,0.25,0.1954595192995889,6.14001516917e+43,
591,3889.0,134.0,696.0,0.25,0.32382806789826446,4.07056276877e+26,
592,3894.0,153.0,120.0,0.25,1.6094933130294005,1.66442910639,2.03432957219
593,3899.0,146.0,1023.0,0.25,0.1636264183525315,1.06347734309e+74,
594,389.0,145.0,1088.0,0.25,2.4923529612171755,2.06012756411,2.96774230996
595,3904.0,97.0,432.0,0.25,0.2334856685704341,9.37524400435e+33,
596,3909.0,67.0,764.0,0.25,0.18399569830040047,1.37357582847e+49,
597,3913.0,55.0,1098.0,0.25,0.21061158440745253,,
598,3918.0,81.0,908.0,0.25,0.19133411771712508,,
599,3923.0,91.0,692.0,0.25,3.1180697998970373,0.183892394694,0.267802892672
600,3928.0,101.0,420.0,0.25,0.20470559405887045,9.13593980289e+39,
601,3933.0,64.0,1070.0,0.25,0.10910123509051226,,
602,3938.0,113.0,585.0,0.25,0.7232257269444721,10.5798333894,12.7522222813
603,3943.0,162.0,1132.0,0.25,0.4856666092574901,4.19392645038e+56,
604,3948.0,120.0,1095.0,0.25,0.4427845681960415,,
605,394.0,105.0,895.0,0.25,1.6916329244464476,2.0454925278,2.28434601646
606,3953.0,119.0,838.0,0.25,3.432224365861573,0.199725086379,0.232472729263
607,3958.0,88.0,596.0,0.25,0.11345259020029153,7.34801515358e+68,
608,3963.0,120.0,1142.0,0.25,1.1400255279513407,8.30078870061,8.73485945901
609,3968.0,112.0,779.0,0.25,0.4080176137006093,3459188273250000.0,
610,3973.0,70.0,1177.0,0.25,0.1545782318996204,1.40526173114e+73,
611,3978.0,112.0,479.0,0.25,0.48222543066900003,480.231772011,
612,3983.0,136.0,1030.0,0.25,0.3965759444527043,4.27230880664e+28,
613,3988.0,89.0,317.0,0.25,1.2284005586791564,1.11336040948,1.65317957831
614,3993.0,100.0,812.0,0.25,2.03515582637093,0.671555996721,0.888345048623
615,3998.0,62.0,1180.0,0.25,0.6011492759685123,,
616,4003.0,131.0,146.0,0.25,1.1982061075867936,1.43909053893,1.93426127531
617,4008.0,164.0,187.0,0.25,2.4571590783028197,5.9815145427,5.77313358714
618,4012.0,63.0,1073.0,0.25,0.11264872471568911,1.6359120258e+83,
619,4017.0,76.0,376.0,0.25,0.22293966489746062,3.27935840451e+32,
620,4027.0,118.0,1076.0,0.25,2.4659106823491546,0.663432588057,0.758518264129
621,4032.0,95.0,783.0,0.25,2.0569790652603093,0.693485413112,0.920305620015
622,4037.0,126.0,429.0,0.25,0.1513156776644607,5.68352067465e+54,
623,4042.0,65.0,246.0,0.25,0.59266059978111,13.3616721451,20.7406192151
624,4047.0,167.0,365.0,0.25,0.47541604788519015,1.04465086368e+45,
625,404.0,101.0,101.0,0.25,1.3715325363396924,0.00523224909592,0.00380123234999
626,4052.0,130.0,867.0,0.25,0.5863728479669182,213926.374238,
627,4057.0,66.0,769.0,0.25,0.23183131171721696,2.42108740112e+40,
628,4062.0,144.0,601.0,0.25,0.760135156574979,20.6710040582,29.4968309856
629,4067.0,162.0,127.0,0.25,2.695125809888734,3.96767039637,3.967202274
630,4072.0,103.0,355.0,0.25,0.1465505034647876,5.52646814325e+53,
631,4077.0,121.0,1041.0,0.25,0.19755545698043186,,
632,4087.0,106.0,207.0,0.25,0.31030278406074674,2.1604583169e+19,
633,4092.0,83.0,939.0,0.25,1.8292607935060081,0.996459056251,1.49911341281
634,4097.0,78.0,312.0,0.25,0.683232911048221,9.18620454247,15.2536667897
635,409.0,63.0,234.0,0.25,0.1707584644224151,,
636,4102.0,145.0,1094.0,0.25,1.6856292594911535,4.3146061943,6.29134749378
637,4107.0,90.0,1193.0,0.25,0.21286999964025083,,
638,4116.0,165.0,690.0,0.25,1.4831176784792346,,
639,4121.0,151.0,1009.0,0.25,0.5365029952723491,5.16470024657e+26,
640,4126.0,134.0,944.0,0.25,1.8687019316694877,1.59304338732,2.33793462845
641,4131.0,86.0,666.0,0.25,2.3967613773316097,0.313425751342,0.480274021824
642,4136.0,139.0,235.0,0.25,0.77102257039194,10.2820597539,14.8555661021
643,4141.0,145.0,995.0,0.25,0.19685432569085948,3.90477323873e+64,
644,4146.0,158.0,107.0,0.25,0.3577242599533253,4.40787910739e+39,
645,414.0,61.0,322.0,0.25,0.11966728453994727,9.6675034506e+63,
646,4151.0,155.0,899.0,0.25,2.101330092626299,4.61324559234,5.29775280771
647,4156.0,111.0,242.0,0.25,0.8190610018061165,6.37068444925,7.9783171793
648,4161.0,138.0,473.0,0.25,0.6954871626956715,19.6423322554,28.3232139206
649,4166.0,150.0,162.0,0.25,1.9157926856931324,1.14963713523,1.53865968043
650,4171.0,108.0,953.0,0.25,2.448438534008131,0.615690129991,0.794125373237
651,4181.0,68.0,820.0,0.25,1.1359795371152728,3.51377594192,5.24727690205
652,4186.0,106.0,272.0,0.25,0.2018149983762657,5.28919022507e+42,
653,4191.0,75.0,403.0,0.25,0.34035445632608047,1.81864173533e+16,
654,4196.0,53.0,202.0,0.25,0.8825547915747098,5.56695453389,10.0145062355
655,419.0,123.0,684.0,0.25,0.21745974162590795,9.4709477857e+55,
656,4201.0,77.0,483.0,0.25,0.42580203046861037,161271430.62,
657,4206.0,154.0,755.0,0.25,0.15512878944866712,,
658,4210.0,97.0,175.0,0.25,0.10756064426997615,,
659,4215.0,155.0,948.0,0.25,1.9294638534721669,6.99326237265,7.94169602656
660,4220.0,157.0,1173.0,0.25,0.336743512134712,1.62369583188e+63,
661,4225.0,141.0,816.0,0.25,1.4466622048223259,3.73794400368,5.44901200933
662,4230.0,85.0,689.0,0.25,0.15185461505301479,,
663,4235.0,147.0,471.0,0.25,0.31474725000789083,5.25925940979e+34,
664,4245.0,58.0,745.0,0.25,1.1440859292950893,4.21066462001,7.54746851478
665,4250.0,165.0,655.0,0.25,0.3994059251255767,5.25863240179e+59,
666,4255.0,69.0,1062.0,0.25,0.4720474993924118,1.82292625884e+19,
667,4265.0,165.0,762.0,0.25,0.40947084016468716,8.13947898983e+60,
668,4270.0,129.0,164.0,0.25,0.8983840180855152,5.43560998372,6.44220114094
669,4275.0,102.0,612.0,0.25,2.2164365367307313,0.550526609302,0.727291740028
670,4280.0,98.0,1015.0,0.25,0.250692643245961,1.52690965362e+50,
671,4285.0,100.0,1042.0,0.25,0.30160124348330425,3.03532315973e+42,
672,4290.0,69.0,781.0,0.25,1.0393667209243365,5.28363797979,8.15179430861
673,4295.0,135.0,110.0,0.25,3.0091591148134054,0.231361335053,0.317078794699
674,429.0,109.0,566.0,0.25,0.3452293522947994,3.13261627105e+29,
675,4300.0,160.0,508.0,0.25,1.759101414272012,9.61869391206,9.75308019941
676,4305.0,154.0,388.0,0.25,0.186631068195622,8.58731505369e+66,
677,4309.0,128.0,559.0,0.25,1.7779644860313666,1.02006699103,1.23308171294
678,4314.0,91.0,1060.0,0.25,2.208570325232422,1.42164504038,1.92931582113
679,4319.0,107.0,750.0,0.25,0.7029449614053985,28.1303138842,35.5092928498
680,4324.0,131.0,1061.0,0.25,0.19407459577404815,,
681,4329.0,51.0,999.0,0.25,0.6808080933321051,,
682,4334.0,133.0,955.0,0.25,0.14042954808016947,2.56270058097e+78,
683,4339.0,102.0,734.0,0.25,1.0655584649183523,6.26865870689,8.25680925686
684,4344.0,142.0,797.0,0.25,2.1163252622341404,1.42022578277,2.09771953754
685,4349.0,79.0,413.0,0.25,1.0846699880359194,2.82423109512,4.64139250349
686,434.0,57.0,967.0,0.25,1.2819433145799488,9.62513879393,19.4232412846
687,4354.0,76.0,858.0,0.25,3.185299263414598,0.327363770366,0.544133883581
688,4359.0,158.0,817.0,0.25,0.7206589733131881,,
689,4364.0,114.0,542.0,0.25,0.5500227172543067,,
690,4369.0,89.0,976.0,0.25,0.26161967751715653,,
691,4374.0,134.0,407.0,0.25,1.3330718887681055,2.60836300752,3.6921787011
692,4379.0,119.0,686.0,0.25,0.6251253012770763,73.1486776381,2335.801682
693,4384.0,65.0,336.0,0.25,0.9543576830515818,4.47772133142,6.99074754755
694,4389.0,61.0,853.0,0.25,0.5214583265710592,,
695,4394.0,67.0,358.0,0.25,0.978407223613145,3.94916062326,6.00611534988
696,4399.0,93.0,186.0,0.25,0.13552450128233923,,
697,439.0,101.0,1105.0,0.25,0.1872957875562916,,
698,4404.0,82.0,501.0,0.25,1.8357760274213102,0.70799131213,1.10682812084
699,4408.0,124.0,156.0,0.25,0.28900430446459785,1.79455814378e+28,
700,4413.0,102.0,1016.0,0.25,0.9645913837998366,16.8893824237,21.3567183677
701,4418.0,84.0,450.0,0.25,0.10491677164233344,9.48726001169e+75,
702,4423.0,88.0,740.0,0.25,0.10871403095643192,4.2416816728e+78,
703,4428.0,113.0,453.0,0.25,2.8226168362311523,0.328879171462,0.417056418477
704,4433.0,97.0,245.0,0.25,0.10233788619023845,,
705,4438.0,117.0,351.0,0.25,0.2237337037086365,2.68986924607e+43,
706,4443.0,52.0,635.0,0.25,0.7079612027652112,37.9988675893,25615187454200.0
707,4448.0,164.0,807.0,0.25,0.1788360731952568,,
708,444.0,94.0,299.0,0.25,3.1291753536719216,0.0266804570386,0.0243384699821
709,4453.0,52.0,1165.0,0.25,0.2368298831776234,,
710,4458.0,94.0,805.0,0.25,0.2984014462189423,1.6976977951e+39,
711,4463.0,95.0,763.0,0.25,1.4111028175507612,3.49154562645,4.80198275508
712,4468.0,118.0,757.0,0.25,0.16420920260837651,2.71278698184e+66,
713,4473.0,148.0,753.0,0.25,2.42246215926712,1.72300378147,2.42179467527
714,4478.0,65.0,665.0,0.25,1.4011044839009814,2.23160137199,3.39491459103
715,4483.0,74.0,800.0,0.25,0.125328061068312,4.70699817085e+72,
716,4488.0,165.0,616.0,0.25,1.1080568222214977,,
717,448.0,158.0,910.0,0.25,0.36935587072111986,,
718,4493.0,131.0,589.0,0.25,2.6382420299587723,0.577678565537,0.751964493989
719,4498.0,101.0,308.0,0.25,0.23851991002248482,,
720,4503.0,101.0,997.0,0.25,0.20543468902105372,1.175468435e+60,
